review_id	review_text	aspect_terms
3709	my wife had the fried shrimp which are huge and loved it .	fried shrimp
386	everything i had was good , and i 'm a eater .	
1704	one should not go to lucky strike for the food .	food
1196	the service is awful - - the last time i was there ( and i do mean the last time ) we were told that they needed our table so we would have to leave .	service	table
3689	we could only get through an appetizer and cheese fondue .	appetizer	cheese fondue
1379	to me it exemplifies soho , cute , artsy , interesting .	
2142	try everything for that matter , it is all good .	
3472	both times we waited well over a half hour for a table ( even though we had reservations ) .	table	reservations
2372	happy to be a regular at this place and would warmly recommend it to anyone .	
3561	i 've been eating at taj mahal for over twenty years and have found them to be the most excellent of the indian eateries on this block of indian restaurants .	
16	night without a reservation , we had to wait at the bar for a little while , but the manager was so nice and made our wait a great experience .	manager	reservation	bar	wait
2253	try the green curry ! ! !	green curry
3425	we had the scallops as an appetizer and they were delicious and the sauce was wonderful .	scallops	appetizer	sauce
2698	we were also seated promptly at the time of our reservation and the service was very quick and professional .	service	reservation
2496	you rarely have to wait for a seat and the currys ( masaman , green , red ) are full of flavor and come super spicy if you ask for it .	seat	currys ( masaman , green , red )	flavor
124	the food there are sastifying .	food
2600	i highly recommend to anyone to give this place a try .	
630	i highly recommend visiting this restaurant and having dinner and drinks !	dinner	drinks
267	the bar is very well stocked with interesting beers and well priced wines .	bar	beers	wines	priced
1804	i agree .	
2657	last memorial day , i tried to make reservations but was told they were closed that weekend ( interesting , but . . . ) .	reservations
920	the food was good .	food
2976	great wine selection , gigondas is worth the price , and the house champagne is a great value .	wine selection	gigondas	house champagne	price
2408	at night , but it 's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous .	music
2237	it just was n't thai .	
304	i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way .	fish
3225	i particularly love their yellowfun tuna and their mussel selection .	yellowfun tuna	mussel selection
3154	i love to visit murrays for my bagel fix .	bagel
2348	we made early dinner reservations and were thoroughly impressed , reminds me of my grandfather , its old school italian scenery with lots of fun stuff to admire .	scenery	dinner reservations
2971	recommended .	
921	the place was nice and calm .	place
532	cheese plate is a varied delight and great bargain at $10 .	cheese plate
1972	i could have drank 4 glasses of water and still been parched - so watch out .	glasses of water
553	when we sat , we got great and fast service .	service
1681	most of the servers are very attentive , friendly and quite attractive .	servers
2586	i think locals rate this place so high .	
1734	service is average .	service
2558	but they 've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the godmother pizza ( a sort of traditional flat pizza with an olive oil - brushed crust and less tomato sauce than usual ) .	godmother pizza ( a sort of traditional flat pizza with an olive oil - brushed crust and less tomato sauce than usual )	specials
1522	go girls ! ! !	
3683	they forgot a sandwich , did n't include plastic forks , and did n't include pita with the hummus platter .	sandwich	plastic forks	pita	hummus platter
2715	the steak is good , the fish is good and the sushi was surprisingly great .	steak	fish	sushi
760	for asian fusion , there are many places further downtown .	
120	old school meets new world .	
2295	i am reluctant to write because i would not want my jem of a pizza place to become overcrowded .	pizza
3513	the service was poor , restaurant poorly lit , staff not very attentive and i would have rather eaten at a mcdonald 's than this joint .	service	staff
2880	this is probably one of my new favorite places .	
2034	for being number 1 , this place has alot of work to do in order to truly earn its so called reputation .	
3299	for myself and family we would only go here to celebrate an occassion , i do prefer smaller , quiter restaurants .	
1208	the one on the east side is much better than the one on the west side .	
2148	they all know you .	
2192	my gf and i still choose to eat there a lot because of diverse cocktails , the chill decor , and the decent sushi .	cocktails	decor	sushi
2020	we ended the dinner with a surprisingly light and flaky apple tarte tatin .	apple tarte tatin	dinner
915	the buffet had a nice selection .	buffet	selection
1768	waitstaff are very friendly .	waitstaff
302	this restaurant is such a great place .	
3052	once you step into cosette , you 're miraculously in a small , off - the - beaten path parisian bistro .	
2956	i 've been several times and am totally smitten .	
569	terrible experience .	
658	i love the place .	
1664	service was slow had to wait to order and get food although not crowded .	service	food
3690	will have to return to try the chocolate !	chocolate
1274	it 's only $1 . 95 for a regular slice and $4 . 00 for a slice with a mushroom , not mushrooms .	
481	there is a real gallery of stars that have visited .	
2827	the food was below average , the service was pathetic , there was no ambience at all .	food	service	ambience
1585	i really enjoyed the shows put on by the actors .	shows	actors
2163	our first time in new york and we had to try a new york bagel .	new york bagel
3443	service was efficient courteous .	service
2108	this one is definintely my least favorite .	
3452	i have been urged by friends for months to check out the mermaid inn .	
412	the miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past .	miso soup	fish	flavor
3675	everytime my husband and i go there , we are never disappointed .	
2154	they are the best bagels i 've had .	bagels
223	we were not disappointed .	
1667	i 've read some of the previews reviews - people are either not new yorkers or have more appreciation for ambience then food .	ambience	food
426	toons has recently been redone , so it 's now a very attractive space .	space
1964	$160 for 2 filets , 2 sides , an appetizer and drinks .	filets	sides	appetizer	drinks
3380	while the prices are nothing special , the portions are huge .	prices	portions
3185	its a nice quiet location to go eat a good meal , relax , be able to talk and have a very good time .	location	meal
2651	we arrived for dinner expecting to be impressed by a place that has an impressive past - but , that 's just it - - the past !	dinner
718	however , i think this place is a good hang out spot .	spot
2848	the menu is prix fixe , so be prepared to spend at least $60 per person , but it is well worth itsuperb food .	menu	food	prix fixe
596	rao is a good restaurant , but it 's nothing special .	
523	the wine list is extensive and impressive .	wine list
1497	we had the most wonderful waitress .	waitress
2861	while the staff at this little bistro is very friendly , i have never experienced more incompetency .	staff
2697	the quail was fantastic and unique and the pastas were full of flavor .	quail	pastas	flavor
876	when we left at 8 : 00 pm , it was packed and noisy .	
248	okay , so i never write but there does n't seem to fair balance of positive to negative reviews concerning green bo and it 's time to speak up - i live in chinatown .	
1116	the zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth .	zucchini	mashed potatoes	garlic	butter
3001	the staff is courteous and friendly .	staff
1058	never fails to please .	
2067	decor is nice though service can be spotty .	decor	service
2491	aside from the rushed service , we were very impressed with the food and the drinks .	service	food	drinks
2703	will absolutely visit again .	
1045	make sure you have the spicy scallop roll . . .	spicy scallop roll
2895	i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar .	indian dining experience
59	and even with it 's pub atmosphere they were great to my kids too !	pub atmosphere
1650	this big draw is the all you can sushi here for $19 . 95 !	sushi
1432	i consider the best grand sichuan restaurant in nyc .	
1527	we spent 50 $$ definetly will come back with my friends ! ! !	
1926	went to village last night for my birthday .	
1835	some of the workers ignore me and talk to the female customers , other times , they 've skipped my order .	workers	order
208	the specials are usually quite good too .	specials
1023	they 've the best desserts and mixed drinks as well as snack foods .	desserts	mixed drinks	snack foods
85	try the chocolate mud cake ( warmed ) with 2 scoops of dulce de leche gelato .	chocolate mud cake ( warmed )	dulce de leche gelato
2388	that 's good and bad .	
609	really cool stauff inside .	stauff
3417	while the new restaurant still features much of the same classical furniture that made tiffin so attractive , the menu has been overhauled .	classical furniture	menu
602	the best burger i have had in the village .	burger
909	we visited orsay during ny restaurant week and tried their $35 menu .	menu
488	i would have gotten some cole slaw and a knish if my stomach had more space .	cole slaw	knish
804	came here for restaurant week , did n't save much , but it was still great .	
1153	would never go back there .	
769	three of us arrived for dinner about 5 : 30 on a week night without reservations .	dinner	reservations
3026	the blond wood decor is very soothing , the premium sake is excellent and the service is great .	blond wood decor	sake	service
661	there is usually a wait but it is well worth it .	wait
1437	be careful , when they say spicy , they mean it !	
2532	your money could easily be better spent elsewhere ( anywhere ) .	money
1062	only drawback - they wo n't toast your bagel , and they do n't make eggs for the bagel .	bagel	eggs	bagel
552	as always we had a great glass of wine while we waited .	glass of wine
1953	bring your appetites .	
1722	the wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she 's - way - cuter - than - me - that - b@#$ * way ) .	wait staff
1218	of course this atmosphere is lacking , but what do you expect from a 24 hour bagel place anyways ?	atmosphere	bagel
509	service was very good and warm .	service
2318	for dinner i had the chicken tikka - masala and some garlic naan .	chicken tikka - masala	garlic naan	dinner
2676	cornelia street looks like a broadway set for west side story and the inside of po is so cool quaint you really ca n't top the setting for a romantic dinner in nyc .	dinner	setting
1965	like others have said , do n't expect the restaurant to make a nite out romantic for you and yes , a busy restaurant may require you to wait .	
597	seriously , this place kicks ass .	
3317	food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went .	food	view
1745	also , because it is so thin , it gets cold very quickly and its not that filling .	
3527	the food is nothing like its menu description .	food	menu description
1387	try the pad se - ew or chicken with cashew nuts for a memorable and repeatable experience .	pad se - ew	chicken with cashew nuts
3629	it 's just o . k . pizza .	pizza
2168	i loved it and would highly recommend .	
3023	i 've been here twice now .	
594	the food is decent at best , and the ambience , well , it 's a matter of opinion , some may consider it to be a sweet thing , i thought it was just annoying .	food	ambience
1587	the best place to bring kids or any friends who want to do something different .	
2620	the service was a bit slow , but they were very friendly .	service
3106	however , i do not understand the extraordinary hype about this restaurant .	
262	it 's a small cute restaurant .	
606	i will be returning .	
2871	leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .	specials	atmosphere	french bistro fare
46	the food is above average for midtown and sligtly better than some of the other heartland breweries in the city .	food
656	thius is a must for anyone who loves shabu - shabu .	shabu - shabu
1301	the food was absolutely horrible !	food
1559	food does n't appear to be cooked on premisis but there 's a high turnover so its pretty fresh .	food
3648	restaurant was dirty and unkempt .	
3705	nice place though .	
1051	warning : you may find it difficult to dine at other japanese restaurants after a visit to mizu !	
3539	similar to other indian restaurants , they use the dinner special to attract customers at the door .	dinner special
1648	it is a small restuarant so go early and it will be nice and quiet - go late and it will be packed !	
3134	the people with carts of food do n't understand you because they do n't speak english , their job is to give you the delicious food you point at .	food	people with carts of food
2643	the crackling calamari salad , which is usually a cheap disaster at many restaurants , is crispy and lightly dressed .	crackling calamari salad
1655	not the greatest sushi place , but excellent for a $19 . 95 all you can eat .	sushi place
1935	shockingly easy to throw a group dinner here : simple contract , deposit only to hold the date the entire 2nd fl mezz for our grp of 20 .	group dinner
1254	the thai ice tea was amazingly smooth and yummy !	thai ice tea
3021	we 've never had any problems with the staff but maybe we 've been lucky ?	staff
1665	drinks way over priced .	drinks	priced
2432	the main downside to the place is the nazi - like guy running it who constantly complains about the noise level .	noise level	guy
2230	what i did n't like was how the food came right after it was ordered .	food
2381	but warning : to all those that use this site be weary , be very weary of recommendations .	
574	moderate prices .	prices
625	we had a great time at the jekyll and hyde pub last night .	
1484	try it side by side and there 's no comparison .	
3229	i think i 've had some the best meals of my life at minnow .	meals
1852	my biggest complaint was the un - tasty food although presented well .	food
3053	this tiny restaurant is as cozy as it gets , with that certain parisian flair .	
3630	so sorry i ca n't rate this better .	
2070	most importantly , food is excellent .	food
2788	buon appetito !	
2671	great roofdeck , nice group of 30 somethings , but no music , kind of quiet .	roofdeck	music
3618	if we were to move from the upper east side , we would genuinely miss this restaurant .	
335	the best part of the experience was knowing that the manager ( a bubbly , friendly young woman with a great smile ) truly cared about how we were doing .	manager
2416	ok , for all of us growing up in the village of nyc , we have spoiled by a plethora of restaurants , most of which stay open very late .	
1845	however , service was as plain as sesame crusted salmon i had .	service	sesame crusted salmon
3622	i would highly recommend it .	
149	it 's great to go for a quick lunch either alone or with a friend .	lunch
3571	the food was mediocre at best but it was the horrible service that made me vow never to go back .	food	service
1765	lloovve this place .	
877	so some of the reviews here are accurate about the crowd and noise .	crowd	noise
2415	you get what you pay for and with that logic in mind , spice is a great place to grab some cheap eats and drinks in a beautiful setting .	eats	drinks	setting
3453	finally , after all the raving i went to check it out with one of my enthusiastic friends this last saturday night and let me tell you its all its cracked up to be .	
1243	place should also have a 1 , 2 , 3 chili rating to be more authentic . . .	
8	the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .	service	served
2670	went last thursday .	
781	i love this place more and more everytime i go .	
258	i go and eat out at many different restaurants and this is one place you have go and try .	
1713	other than being a little crowded and a bit overpriced , the atmosphere is filled with energy ( and the beautiful people of course ) and the food was surprising good !	atmosphere	people	food
946	we only ordered desserts and drinks , but no refills were offered .	desserts	drinks
697	saul is the best restaurant on smith street and in brooklyn .	
452	waiters are slow but sweet .	waiters
303	i have been here a few times for dinner , once for brunch and twice for lunch .	dinner	brunch	lunch
549	we went to ino for valentines .	
982	the real kicker of the menu , however , is the beef cubes or the chicken with chili and lemon grass .	menu	beef cubes	chicken with chili and lemon grass
3354	it was good , but was not what i thought it would be .	
1323	the music is the best among all the indian restaurants i have visited .	music
2899	the bread and lamb chops i had before the meal were quite good , however .	bread	lamb chops	meal
1831	he always says , i do n't have customers .	
584	rao 's has the best service and atmosphere in nyc .	service	atmosphere
2906	instead ordered an ice cold beer which to me works with indian .	beer
3645	good for dates or with friends .	
3048	they never brought us complimentary noodles , ignored repeated requests for sugar , and threw our dishes on the table .	noodles	sugar	dishes
1322	one of the best chicken tikka masala .	chicken tikka masala
2089	excellent dumplings served amid clean , chic decor .	dumplings	decor
184	the kitchen however , is almost always slow .	kitchen
3697	the corned beef and pastrami are excellent , much less fatty than those big tourist places around times square .	corned beef	pastrami
2364	cute place , nice wait staff but would never go there again .	wait staff	place
1573	we had a good time .	
1328	also , the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected , but a truly above and beyond thing to do . . .	hostess
3588	people are rude bit again it 's new york !	people
2082	we all felt it was worth it .	
1482	the plain slice is great and if you get toppings , the whole slice is topped with them , not sparsely sprinkled on like some places .	plain slice	toppings
1372	service was also horrible and the ambience is not that great .	service	ambience
1602	service is great , takeout is good too .	service	takeout
873	based on the reviews on here , it appears that the restaurant is overwhelmed after the 7 pm .	
1473	the pizza is overpriced and soggy .	pizza
929	everything is excellent , the menu is quite extensive , and you eat with a view on both sides of the city .	menu	view
2738	you 'll pay at least double at any other italian restaurant in the city , and most still do n't compare .	
1675	for the quality of food , a little too expensive .	quality of food
321	came looking for this place because i heard good things .	
249	i live on the street this place is on .	
3646	horrible .	
3220	here 's to the fake fish tanks too . . .	fish tanks
2395	its worth the wait though .	wait
2746	i 've never had bad service and the fish is fresh and delicious .	service	fish
2718	the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .	live jazz band	atmosphere	lobster cobb salad
2063	we decided to eat in tea room which was small and cute .	tea room
2691	what an amazing meal and experience !	meal
350	unique apppetizers .	apppetizers
2892	the staff has always been attentive and kind , and i 've always been amazed at how they 've handled all the various different group sizes that come in .	staff
3227	it is the best deal in town for a monday night dinner at a fine restaurant .	dinner
1692	nothing special about this place .	
3684	also , the sandwiches ( nearing $7 ) did n't come with anything like chips or a side .	sandwiches	chips	side
3556	and never strayed .	
2104	the wait here is long for dim sum , but if you do n't like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for chinatown ) alternative .	wait	dim sum	dim sum atmosphere	tables
3612	leave the kids at home !	
2037	this place has good potential , but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else .	money	indian food
693	everything is always cooked to perfection , the service is excellent , the decor cool and understated .	service	decor
2634	and all of that wo n't break your bank !	
3184	the thai food is good .	thai food
2752	just moved to the neighborhood and we 've been trying all the west village sushi restaurants .	
519	great selection of wine , and seafood .	selection of wine	seafood
2369	delicious .	
379	acceptable prices .	prices
726	big thumbs up !	
3005	we were seated at the sushi bar in front of yasuda .	sushi bar
3490	we have lived in chelsea for two years and have never noticed this restaurant .	
3035	as i made the title , it 's an affordable restaurant for great taste .	taste
1068	they even scoop it out nice ( for those on a diet ) not too much not to little .	
2233	definitely not worth the price !	price
905	orsay , is a very pleasnt throw back to traditional french food , and french service as well .	french food	service
2965	it 's easy to get a table for a large group and you do n't get hustled out .	table
2405	great food at reasonable prices .	food	prices
1730	salads are a delicious way to begin the meal .	salads	meal
1120	i ordered tamarind duck and my wife ordered noodles with ground beef , and we were both delighted by the way the dishes evoked thai flavors in unexpected ways .	tamarind duck	noodles with ground beef	dishes	thai flavors
1193	that 's why you have to pay more for that .	
3314	if you 've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer .	view
1889	i loved it .	
2286	they 're are better taiwanese restaurants and they are located in flushing , queens .	
3516	the prices are about $9 for an entree for dinner and even less for lunch .	prices	entree	dinner	lunch
2799	and you ca n't beat the prices .	prices
1126	but i would n't wanna live there .	
1783	arigato gozimas yuka !	
1668	should you happen to be impressed by the cuisine definitely try it .	cuisine
3264	i had the black cod with yuzu sauce , which was wonderful .	black cod with yuzu sauce
2922	prices too high for this cramped and unappealing resturant .	prices
2506	tuk tuk is one of the rare choices for me to go in brooklyn .	
2641	this quiet dark asian bistro is well worth the trip .	
497	i knew upon visiting nyc that i wanted to try an orginal deli .	
422	i would highly recommend this place !	
1357	total hipster - wannabe attitude in an otherwise sweet spot .	spot
1670	yes , there might be a wait if you have no reservations .	wait	reservations
122	thank you emilio .	
2054	first of all dal bukhara rocks .	
189	everything , from the soft bread , soggy salad , and 50 minute wait time , with an incredibly rude service to deliver below average food .	bread	salad	service	food	wait
1941	- i asked for them spicy and they were delicious ) .	
1410	it is terrific , as is the value .	
1488	the sicilian is my favorite it is moist not dry like most places but all their pizza is great !	pizza	sicilian
2190	downstairs lounge is always a good attraction	downstairs lounge
2653	the menu prices are a bit expensive for what you get in quality and portion size .	menu prices	quality	portion size
2973	the food was amazing , and the service was prompt and helpful , but not over - bearing or rushed .	food	service
365	( food was delivered by a busboy , not waiter ) we got no cheese offered for the pasta , our water and wine glasses remained empty our entire meal , when we would have easily spent another $20 on wine .	food	busboy	waiter	cheese	pasta	water and wine glasses	wine	meal
136	the takeout is great too since they give high quality tupperware as well .	takeout
2236	the food was not fresh , the sauces were bland and very oily .	food	sauces
274	off the beaten path , this jewel of a restaurant shines just one block away from the plethora of 6th street indian restaurants .	
2483	could be pricey without a prix fixe meal .	prix fixe meal
1096	this is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive .	ambiance	night scene	spot
261	i would defiantly come back here again as one of my top choices .	
2366	one of us actually liked the expresso - that 's it .	expresso
2331	everyone was more then happy with his choices .	
3275	again , the waitress was awesome .	waitress
3232	worth the trip from manhattan .	
1591	i loved everythig about it - especially the shows and actors .	shows	actors
2240	the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .	service	food	hot sauce	meals
799	the food was just ok , i would never go back .	food
2923	zero ambiance to boot .	ambiance
854	got a little loud after 8pm when the joint got full .	
2854	scalina fedeli reminded me why service is so integral to fine dining .	service	dining
3392	i recommend the thai popcorn : )	thai popcorn
592	i ca n't wait for the nex time .	
1844	everything looks great , the drinks , the decor , the food , even the people .	drinks	decor	food
2859	as soon as my father lifted his pen from the check a chef appeared to usher us out .	chef	check
2431	the parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed .	parathas	kebabs
2999	great neighborhood joint .	
741	the tuna and wasabe potatoes are excellent .	tuna	wasabe potatoes
775	the only disappointment was the coat check girls who did n't seem to know what a customer is on a realtively non - busy night ( for the coat check girls ) .	coat check girls	coat check girls
800	my fiance took me to scopa last week for my birthday and i could n't believe the food .	food
896	ummm . . . the beer was cold .	beer
446	i take all my nyc guests to vt 's .	
2958	it is sometimes a little cramped , and can get a little warm , but hello , it 's nyc !	
1618	we had great desserts ( including the best cannoli i 've ever had ) and then they offered an after dinner drink , on the house .	desserts	cannoli	after dinner drink
2254	good crowd , good outdoor seating , with a hip japanese vibe .	outdoor seating	vibe
894	even with the prix fixe pricing , this restaurant is not worth it .	prix fixe pricing
1800	we asked to be moved ( which took half an hour ) , and then were seated in a high traffic area in the back , even though the rest of the room was practically empty .	room	area
3253	good to find a restaurant where the owners have some imagination and they have actually pulled it off , like in this case .	owners
2411	however , their popularity has yet to slow down , and i still find myself drawn to their ambiance and delectable reputation .	ambiance
3139	where tanks in other chinatown restaurants display a lurking myriad of sad - looking marine life in their murky waters , the tanks at ping 's are clear as glass with healthy - looking creatures who do not yet know that they will be part of some dim sum lover 's brunch .	tanks	tanks	dim sum	brunch
2667	the halibut was too salty , dessert was so so ( do n't waste any of your calories ) and service was poor .	halibut	dessert	service
1002	the view is spectacular , and the food is great .	view	food
1181	the place was n't too hard to find , but it was kind of packed , as soon as my boyfriend and i got our food , the line reached the door .	place	food
1052	good bagels and good cream cheese .	bagels	cream cheese
2832	the food is wonderful , tasty and filling , and the service is professional and friendly .	food	service
265	it is also extremely well priced .	priced
1739	always great service !	service
2057	i am happy i did the food was awsome .	food
1113	i have been in many restaurants all over the city and roth 's steakhouse has quickly become one of my favorites .	
883	we ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	chicken casserole	chicken	meat
834	a bit breezy up there on the mezzanine from the wind coming from the tracks .	mezzanine
1968	i went to df for valentines day dinner .	valentines day dinner
237	i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .	jelly fish	drunken chicken	soupy dumplings	stir fry blue crab
1583	i loved the shows .	shows
2370	and i have been around the block , to say the very least .	
2638	we could have made a meal of the yummy dumplings from the dumpling menu .	dumplings	meal	dumpling menu
838	the aesthetics of this place are like an airport lounge .	aesthetics	place
3377	then , get ripped on free box wine .	box wine
2886	my wife and i ate here earlier this week and have not stopped ranting and raving about the food .	food
2753	if you do n't mind pre - sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .	fish	staff	sushi chef
891	the food itself was just ok - nothing spectacular - but the service was awful .	food	service
1469	the pizza is yummy and i like the atmoshpere .	pizza	atmoshpere
3565	as there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats , except at taj mahal .	seats
347	also , do n't plan on asking for your favorite roll , if it 's not on the menu , you ca n't have it .	roll	menu
1841	give it a try and enjoy .	
1691	good food .	food
1545	. . . and that 's saying a lot .	
2117	those rolls were big , but not good and sashimi was n't fresh .	rolls	sashimi
2593	the pesto pizza was excellent , thin - crust pizza with a nice amount of spicy italian cheese that i 'd never heard of before .	pesto pizza	italian cheese	thin - crust pizza
3671	the only thing i could get attention from was one of at least two cats running around that kept batting at my table .	
3384	if your into thai . . you cannot miss this great restaurant .	
103	going to ballato 's is like coming home and eating in my own kitchen , an absolute delight !	
2076	try the spicy shrimp appetizer ( again , not the greatest value in the world but worth the price ) and the lamb vindaloo is great .	shrimp appetizer	price	lamb vindaloo
3056	however , go for the ambience , and consider the food just a companion for a trip across the world !	ambience	food
2713	i think this is one of the more underrated places in the city .	
824	for out - of - towners who will get a big thrill out of the location !	
962	everyone that has ever come here with me has become a convert and returned regularly with their own friends .	
1666	food was good not great not worth the wait or another visit	food	wait
561	i go at least 3 times a month and have never been disappointed .	
138	obviously the chinese translation of this place does not mean big wong , it actually means great prosperity .	
1871	i think the restaurant was too loud ( when full ) to be romantic .	
2631	i have had so many dinners here and it 's always been perfect - on a date with my husband , with my mom , with girlfriends and larger groups .	dinners
1979	when you want a piece of beef , head on over .	beef
2436	delicate spices , onions , eggs and a kick - ass roti .	spices	onions	eggs	roti
1384	incredible food at a very agreable price brings me back just about every other day to this authentic thai restaurant .	food	price
2669	i actually gave patroon another chance before writing this , but the second visit was even worse .	
3137	also , if you do n't want to sit at a certain table , you do n't have to !	table
2662	unbelievable .	
1071	a little pricey but it really hits the spot on a sunday morning !	
453	i 've been living in the columbia university area for about 10 years with 3 kids - now in their teens .	
3698	the menu has lots of options : i hope to go back to try those potato pancakes .	menu	potato pancakes
1167	as soon as i wake up on a saturday or sunday it is the first thing on my mind is when and how i will be getting to fried dumpling .	fried dumpling
3	the staff is n't the friendliest or most competent , and i am stickler for service , but everything else about this place makes up for it .	staff	service
1457	my wife and i will usually only order one primi and one secondi and split them , as they tend to offer large portions .	primi	secondi	portions
254	this restaurant was way overhyped .	
1530	i 've overheard comments from him to his employees that should not have been delivered in the dining area and i 've been sitting there while he lectured another customer .	employees	dining area
2997	delicious crab cakes too .	crab cakes
1958	now at the top of our list , del frisco 's steakhouse .	
3415	i cannot imagine you not rushing out to eat there .	
36	this was the worst dining experience i 've ever had .	dining experience
77	i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna .	service	staff
2087	just bring someone who speaks cantonese because waiter may not understand you .	waiter
2617	i thought i had died and gone to heaven .	
1501	not someplace i would seek to try out but if i am in the area again , i will certainly stop by .	
540	the bruschetta and panini 's are so yummy !	bruschetta	panini
3150	food was okay , nothing great .	food
1799	every waitress and customer who passed by me bumped into my chair .	waitress
2143	i have been going there since it opened and i ca n't get enough .	
657	always popular , always full , always a wait .	wait
2711	in fact , you ca n't miss it .	
2238	i recently tried suan and i thought that it was great .	
575	a little noise but i think that was because of our party !	
1433	it is run by the same sichuan chef who started the chain in chinatown .	sichuan chef
2196	get the feeling they settled into a groove a while ago .	
1200	if the omakase is to showcase technique and variety , serving almost 40% of items bbq - ed and a spicy tuna roll wrapped with not - so - fresh nori seems to be a rather limp performance .	spicy tuna roll	serving	nori
2833	i ca n't wait for summer , when they serve outside on their gigantic patio .	patio
3707	best pastrami i ever had and great portion without being ridiculous .	pastrami	portion
3267	if you are someone who appreciates the same things but hope to have food to spare or share , kai may not be the best option .	food
3098	go here for the drinks !	drinks
2914	i do n't get it , what 's so special about prune ?	
1552	i 'd definitely recommend this little place .	
3627	again , if you are in this neighborhood - by all means , come here .	
1867	the first 2 courses were very good , but the chocolate sampler was too rich for me and the dessert wine far too sweet .	courses	chocolate sampler	dessert wine
2026	butter was melted , white wine warm , cheese oozing everywhere .	butter	white wine	cheese
273	we had a party in their private room and they made it truly memorable and were very helpful in the planning .	private room
1489	do yourself a favor and walk the extra avenue from joe 's to eat here .	
1318	it cannot be the ambience , because the place is very cramped and some guests have to sit in an aisle .	ambience	place	aisle
660	i have eaten at shabu tatsu at least 5 times and i always want to go back for more !	
2011	we were disappointed with the pre - fixe menu of only 2 choices per course ( other restaurants offer 3 choices ) and ended up ordering a la carte .	pre - fixe menu	choices per course	ordering a la carte
1563	authentic pakistani food .	pakistani food
3235	the staff has always been friendly without seeming grating , and the chef has greeted us on a couple of occasions .	staff	chef
3480	get it together .	
1459	the eggplant parmesan is also great , and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce .	eggplant parmesan	baked ziti with meatsauce	serves
1597	quality ingredients preparation all around , and a very fair price for nyc .	ingredients	price
910	service was very good - prompt , attentive and non - intrusive .	service
1441	my entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid , and was unnecessarily heated with a burner .	hot pot with seafood	shrimp	squid	entree	crabmeat
2016	we began with the cheese fondue ( the artisanal blend ) and added apples and kielbasa to dip .	cheese fondue	kielbasa	apples
733	in such a crappy part of town to find a good value for lunch , this place is great .	value	lunch
3328	its not curry in a slurry crap , and regular run of the mill food .	curry	food
1305	in fact , while leaving the place we saw two people looking at the menu , and i could n't help telling them that the food was horrible .	food	menu
1951	even though the restaurant was packed , we were seated promptly and even asked for a table upstairs with no problems .	table	seated
1438	if you want americanized chinese food with your usual watery , generic white sauce , this is your place .	white sauce	chinese food
2418	the bread is the soft paratha bread ( unlike the plain bread they use in calcutta ) , and the stuffing is tandoori styled and very flavorful .	bread	paratha bread	bread	stuffing	tandoori
2555	service is friendly , prices are good - delivery time was a little slow , but for the way this pizza tastes , i 'm willing to overlook it .	service	prices	delivery time	pizza
2688	the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n't like .	food	food	price	food	food	food
2737	the service is excellent , the decor is great , and the food is delicious and comes in large portions .	service	decor	food	portions
467	a word to the wise - the hoboken health inspector clued me to his findings that this is the cleanest restaurant in town .	
2440	an excellent service	service
1570	the food however , is what one might expect .	food
2244	i love their thai noodles with shrimp and chicken and coconut juice is the must !	thai noodles with shrimp and chicken and coconut juice
1781	i must give it yon out of yon stars !	
3606	the pizza was really good .	pizza
1454	the only possible drawback to this last point is that as of the date of this posting , the additional menu items are only written in chinese .	menu items
3543	food is average , and i would say even the chain restaurant baluchi 's tastes better .	food
1206	the place is small and cramped but the food is fantastic .	place	food
